user_id,latitude,longitude,type
user_0001,25.81585713266234,114.92299289936336,user
user_0002,25.821673244555587,114.92276772053151,user
user_0003,25.815624065907084,114.92667782584599,user
user_0004,25.822582421858254,114.92094829946234,user
user_0001,25.85145063450629,114.9482309491054,user
user_0002,25.850810650610214,114.92968694206556,user
user_0003,25.85571738566019,114.93444916479865,user
user_0004,25.858892439136934,114.94287179764264,user
user_0001,25.815984927922898,114.92609598042212,user
user_0002,25.82050888120382,114.93015637412093,user
user_0003,25.81376135076443,114.9291525299416,user
user_0004,25.824743671781153,114.92917677194346,user
user_0001,25.813635708243105,114.93486487274157,user
user_0002,25.813253686416516,114.92128073450013,user
user_0003,25.814715501617453,114.92410404109691,user
user_0004,25.820798245237473,114.9235427053164,user
user_0001,25.85175016258419,114.90746651239161,user
user_0002,25.83803452733655,114.90604069442277,user
user_0003,25.839419865047365,114.90405324302485,user
user_0004,25.835156609656426,114.89540045951446,user
user_0001,25.847931996703792,114.94374098374804,user
user_0002,25.851554334245108,114.93517149080805,user
user_0003,25.853702614538086,114.93121109740991,user
user_0004,25.846170385808296,114.9448654223777,user
user_0001,25.833705291634363,114.93836829630719,user
user_0002,25.84545675033477,114.94068871774876,user
user_0003,25.826788763337078,114.93255899056585,user
user_0004,25.84112967323469,114.93045591746977,user
user_0001,25.81312453163275,114.92843413800594,user
user_0002,25.82422808690737,114.92152975968699,user
user_0003,25.807635778083036,114.92544114561689,user
user_0004,25.816352332197848,114.92698182346882,user
user_0001,25.83927933499947,114.9430536089276,user
user_0002,25.850592987368103,114.92976050040237,user
user_0003,25.845596699962222,114.94193755780117,user
user_0004,25.853176219250354,114.93481409243438,user
user_0001,25.815065095299012,114.92295931556505,user
user_0002,25.822851839844454,114.92399027568503,user
user_0003,25.81697688240085,114.92561017711058,user
user_0004,25.809091487207578,114.91859682159628,user
user_0001,25.849104790084894,114.94447771855644,user
user_0002,25.849213075248624,114.94419542725758,user
user_0003,25.85113518451444,114.93039831083546,user
user_0004,25.860897117510127,114.94337870168478,user
user_0001,25.813162761620664,114.92548670510172,user
user_0002,25.822909714621794,114.921837817189,user
user_0003,25.819790863398733,114.92213237058596,user
user_0004,25.825661356039035,114.92621630422705,user
user_0001,25.817156969781117,114.94987485216478,user
user_0002,25.817837761629892,114.95381418247595,user
user_0003,25.822262525610814,114.94838490065716,user
user_0004,25.8204935934851,114.948456308464,user
user_0001,25.83318949265012,114.89642632254407,user
user_0002,25.848813192448052,114.89780041825834,user
user_0003,25.831895213689226,114.89294149125294,user
user_0004,25.851423395239095,114.90011489338477,user
user_0001,25.83500645547234,114.93651874733426,user
user_0002,25.838750432761284,114.93726849944908,user
user_0003,25.839257375473576,114.93652547401389,user
user_0004,25.830730176491862,114.93656360312774,user
user_0001,25.81704754318723,114.93299687787757,user
user_0002,25.807760004091577,114.93294625543118,user
user_0003,25.817742089113523,114.93045622880729,user
user_0004,25.811939641585724,114.93169075870216,user
user_0001,25.818912524026473,114.92319537133478,user
user_0002,25.819158559663943,114.91640702840172,user
user_0003,25.819601812414003,114.92209975742611,user
user_0004,25.815835619866373,114.92432201493867,user
user_0001,25.85587435960369,114.94337364992491,user
user_0002,25.84601962571763,114.9341797886797,user
user_0003,25.862110206105136,114.94321350798168,user
user_0004,25.863343367680095,114.93711742809835,user
user_0001,25.805337868088465,114.92620903647763,user
user_0002,25.809390758595455,114.91964431863809,user
user_0003,25.815570645670096,114.9289555203726,user
user_0004,25.815498019681346,114.92717360276143,user
user_0001,25.795303113624563,114.8921403812631,user
user_0002,25.796928871714105,114.88554652160992,user
user_0003,25.798262004594154,114.89208947556108,user
user_0004,25.7950847704073,114.88191931473605,user
user_0001,25.844050670037742,114.91059336381583,user
user_0002,25.849827873957974,114.90656661080311,user
user_0003,25.84052539149349,114.90051300195898,user
user_0004,25.841017679459576,114.90407104276781,user
user_0001,25.818819632726235,114.92342299281664,user
user_0002,25.80850935557643,114.93599984988748,user
user_0003,25.812505984051583,114.93055917303117,user
user_0004,25.814255752515717,114.92393190573331,user
user_0001,25.81399410491684,114.91538524593382,user
user_0002,25.815507115491105,114.92472237185768,user
user_0003,25.814171849636907,114.93174189734036,user
user_0004,25.81958493225822,114.93307621789258,user
user_0001,25.851492009774187,114.942858417386,user
user_0002,25.853442434935523,114.93730328504834,user
user_0003,25.847808154340782,114.94175009394313,user
user_0004,25.841271697062528,114.94284432580729,user
user_0001,25.836253345042124,114.93556136872797,user
user_0002,25.8370044256301,114.94736603350485,user
user_0003,25.84342542913117,114.93030227783774,user
user_0004,25.843493266380083,114.93256847982427,user
user_0001,25.813647536875088,114.93071873701017,user
user_0002,25.8169023112407,114.9270509127778,user
user_0003,25.81546798765358,114.92008141167024,user
user_0004,25.817304574935758,114.93084309601747,user
user_0001,25.873920125331992,114.9440844327921,user
user_0002,25.859401434918198,114.93192535481437,user
user_0003,25.8582397276037,114.93740972538033,user
user_0004,25.865672487154868,114.92846246058268,user
user_0001,25.85068079419378,114.93254321966084,user
user_0002,25.84131392248132,114.93846807281699,user
user_0003,25.84905434913849,114.93918382377414,user
user_0004,25.840335519863565,114.93170319125522,user
user_0001,25.821497925394585,114.92037249706118,user
user_0002,25.81093917678365,114.92885065071813,user
user_0003,25.816630867003944,114.92741210813253,user
user_0004,25.819302908334965,114.92312344502345,user
user_0001,25.80886476579238,114.92785313942203,user
user_0002,25.806206497275056,114.93350518875395,user
user_0003,25.820851946209835,114.93252532019578,user
user_0004,25.8194891644076,114.93298677888252,user
user_0001,25.795387432576337,114.88707333266474,user
user_0002,25.791608125343767,114.88467997135476,user
user_0003,25.79732565582193,114.88449584048739,user
user_0004,25.800810963234525,114.89523200855666,user
user_0001,25.83446675855344,114.93356449223798,user
user_0002,25.84333060553114,114.93204418352347,user
user_0003,25.836575191843806,114.93590367486411,user
user_0004,25.836955075672144,114.93594475721851,user
user_0001,25.843697011409056,114.93596699324047,user
user_0002,25.850480845323652,114.9335806427736,user
user_0003,25.858072686911136,114.94382089264515,user
user_0004,25.849912638735717,114.93367203570679,user
user_0001,25.823543124379388,114.93451042368406,user
user_0002,25.832066788488984,114.9376519640428,user
user_0003,25.81896456990921,114.93280668597968,user
user_0004,25.822720288304755,114.93867406389607,user
user_0001,25.849839347789064,114.94292863256052,user
user_0002,25.84727089151524,114.94283581131126,user
user_0003,25.856031739141514,114.94360341849045,user
user_0004,25.857408169481126,114.94735072185466,user
user_0001,25.83252947664569,114.93028028659847,user
user_0002,25.828957023929835,114.92867281111656,user
user_0003,25.82411499526927,114.93127978642835,user
user_0004,25.824729321691184,114.9251710219915,user
user_0001,25.811042641703644,114.9202518070062,user
user_0002,25.81755984738759,114.91627421120316,user
user_0003,25.810200968644942,114.91180309875918,user
user_0004,25.817616522045224,114.9062913470643,user
user_0001,25.81718369268589,114.93364901425439,user
user_0002,25.819391965076413,114.93084687779765,user
user_0003,25.811995555273366,114.9285070681217,user
user_0004,25.815755500496266,114.93148366558576,user
user_0001,25.840324283231283,114.9653255652941,user
user_0002,25.827456738314783,114.96434892717696,user
user_0003,25.842509092110753,114.95616327648548,user
user_0004,25.828393251039703,114.94683553394476,user
user_0001,25.864757367131695,114.95331699344084,user
user_0002,25.863779566139254,114.9569857668356,user
user_0003,25.8625131786614,114.954339406494,user
user_0004,25.860090726152283,114.95778552680675,user
user_0001,25.843629453940665,114.86144009459484,user
user_0002,25.83713293248207,114.86472488779344,user
user_0003,25.841100839548158,114.85311195644206,user
user_0004,25.840522634166156,114.862839028238,user
user_0001,25.82010565608379,114.94277883378483,user
user_0002,25.82224192134027,114.93136287696917,user
user_0003,25.82152047245481,114.93405924206836,user
user_0004,25.82718937925202,114.93394970627803,user
user_0001,25.853582805378263,114.94917974414209,user
user_0002,25.857041081066768,114.94171902045343,user
user_0003,25.850514793717352,114.94204190177338,user
user_0004,25.852014496363523,114.94833647356093,user
user_0001,25.799921085897523,114.89462645605954,user
user_0002,25.80118765275367,114.88783057670484,user
user_0003,25.799203992503603,114.89122650035623,user
user_0004,25.796324051981152,114.89283651538649,user
user_0001,25.835386723257173,114.89781536683186,user
user_0002,25.850592538378162,114.89958768706448,user
user_0003,25.845961575988724,114.90337987936836,user
user_0004,25.84331647037917,114.89663498338807,user
user_0001,25.811126779202507,114.91484123441536,user
user_0002,25.80900695762927,114.91246119623175,user
user_0003,25.80079278154285,114.9072310034256,user
user_0004,25.810586959984946,114.91143243532366,user
user_0001,25.816101937921342,114.93093731944543,user
user_0002,25.82330526188089,114.9273924691109,user
user_0003,25.81255221220965,114.94195154731528,user
user_0004,25.816566371587903,114.92694691785229,user
user_0001,25.851844065842975,114.95221564172857,user
user_0002,25.85642379876627,114.94307873118807,user
user_0003,25.84947192409394,114.94190739587913,user
user_0004,25.854691771645047,114.94613610462322,user
user_0001,25.818476638283727,114.92573402755578,user
user_0002,25.820182746177434,114.92514487514585,user
user_0003,25.825293145748383,114.93495674284647,user
user_0004,25.812680576673202,114.92590111645033,user
user_0001,25.82905615775998,114.97945893678171,user
user_0002,25.82457650371947,114.97016099984954,user
user_0003,25.823668858401327,114.96920216808513,user
user_0004,25.81843533397434,114.97896302065818,user
user_0001,25.82912478189326,114.93046735643702,user
user_0002,25.817742205466363,114.91562951665514,user
user_0003,25.818235753186222,114.92296446891505,user
user_0004,25.818386994656773,114.92670827494379,user
user_0001,25.816150463411166,114.92922129021782,user
user_0002,25.816018010767984,114.92983572639797,user
user_0003,25.819420331825512,114.92829879551289,user
user_0004,25.816290994635388,114.92387262928914,user
user_0001,25.80945899252917,114.91976694975968,user
user_0002,25.812166658205747,114.93205296913547,user
user_0003,25.815237254580833,114.92423843368552,user
user_0004,25.816334702182516,114.92293850486482,user
user_0001,25.811371439252152,114.93143434811408,user
user_0002,25.814490961962854,114.92741582967535,user
user_0003,25.814816323776967,114.93463536379602,user
user_0004,25.81013960873043,114.9368962304105,user
user_0001,25.782769861437693,114.8879194024185,user
user_0002,25.779629243571083,114.88737777700119,user
user_0003,25.78816859816231,114.89318691125133,user
user_0004,25.784676482762517,114.87829106446421,user
user_0001,25.808353073022666,114.89552140230322,user
user_0002,25.80257066603524,114.8934524593957,user
user_0003,25.798648934260815,114.89466842379976,user
user_0004,25.80121116430339,114.9039546679915,user
user_0001,25.842658687116565,114.89824858089527,user
user_0002,25.841724013472884,114.90697396721073,user
user_0003,25.83863530917496,114.90346369767533,user
user_0004,25.839988990066477,114.89798583976965,user
user_0001,25.853486087064447,114.89217429058208,user
user_0002,25.861002679141976,114.89700305797498,user
user_0003,25.86466531655293,114.89756433218575,user
user_0004,25.85736763364916,114.8904106757303,user
user_0001,25.83710828766801,114.90064134275543,user
user_0002,25.83923914229126,114.88806329775707,user
user_0003,25.831048573065413,114.90361562813764,user
user_0004,25.840819563328175,114.90669217095717,user
user_0001,25.837577240824086,114.91026168062216,user
user_0002,25.84854639560217,114.8977604060096,user
user_0003,25.849655358278504,114.90784561395438,user
user_0004,25.841993332250397,114.89889070471034,user
user_0001,25.829320055941196,114.93328374303208,user
user_0002,25.834549061879034,114.93064053307342,user
user_0003,25.8401978927825,114.9460323538997,user
user_0004,25.845906040899802,114.93701217014998,user
user_0001,25.83241057429515,114.96620097385518,user
user_0002,25.82796271623366,114.96664211300913,user
user_0003,25.832495623963823,114.95798019561218,user
user_0004,25.8281731392094,114.9617223878952,user
user_0001,25.840609857230774,114.95041836288857,user
user_0002,25.83304842700593,114.95361981978276,user
user_0003,25.83677876431191,114.95322876453427,user
user_0004,25.831581015594438,114.950017181947,user
user_0001,25.818191106823125,114.95019849639546,user
user_0002,25.81958669268278,114.94272674296651,user
user_0003,25.817609630129244,114.94896105178017,user
user_0004,25.816136626979283,114.9488661758895,user
user_0001,25.81703153972773,114.93916320208264,user
user_0002,25.818271934112936,114.93501694054888,user
user_0003,25.815663506096165,114.93339555326365,user
user_0004,25.820548515565093,114.93230630688893,user
user_0001,25.735976962884884,114.85523552643939,user
user_0002,25.73461729252107,114.8505160334813,user
user_0003,25.74372818956864,114.83932064773131,user
user_0004,25.742875969744908,114.84159223080862,user
user_0001,25.82281430905189,114.94268612882222,user
user_0002,25.82501135125997,114.95020122903384,user
user_0003,25.815431742501417,114.95451432986451,user
user_0004,25.815991991005507,114.94495357359173,user
user_0001,25.93134410250662,114.92177321973068,user
user_0002,25.93035147129156,114.91641438084196,user
user_0003,25.92375628775218,114.92610839186922,user
user_0004,25.927904730057765,114.9157735947677,user
user_0001,25.766228629774044,114.89566467433778,user
user_0002,25.775852683435183,114.89703112063192,user
user_0003,25.781020619847,114.9036384865274,user
user_0004,25.77338680503583,114.89903737304684,user
user_0001,25.828151562602116,114.95120749924092,user
user_0002,25.821803481174154,114.94271196316261,user
user_0003,25.824072374159464,114.94444917950219,user
user_0004,25.821282746880545,114.95035747694432,user
user_0001,25.83958907793127,114.90533454592831,user
user_0002,25.8399768119617,114.89389492499082,user
user_0003,25.841960177845692,114.8978984059931,user
user_0004,25.843109258420892,114.9059473296999,user
user_0001,25.820002100671534,114.90090419534843,user
user_0002,25.823566078250487,114.90019416535486,user
user_0003,25.81531666792564,114.90590876939063,user
user_0004,25.829816812133625,114.90465834713459,user
user_0001,25.860421370936002,114.94215207704411,user
user_0002,25.855380183064593,114.92479204299481,user
user_0003,25.844911432653685,114.93432563007104,user
user_0004,25.855722711109077,114.93816674910619,user
user_0001,25.849948774200314,114.94210884975868,user
user_0002,25.85243528690922,114.94208672588,user
user_0003,25.85186508952694,114.9441098316962,user
user_0004,25.84953550231991,114.93852853785236,user
user_0001,25.857269094212622,114.93418969285688,user
user_0002,25.85928927884287,114.92550149750343,user
user_0003,25.855965775622025,114.93592453726653,user
user_0004,25.856032571821256,114.92389037817505,user
user_0001,25.860904788249723,114.90610517970741,user
user_0002,25.853126020688286,114.89915045289564,user
user_0003,25.86229525231956,114.91194893268595,user
user_0004,25.87094957353317,114.90223800409595,user
user_0001,25.828144121183154,114.92118298533022,user
user_0002,25.827283241360206,114.92015764947313,user
user_0003,25.8246634991317,114.91771120066107,user
user_0004,25.825135246798407,114.93211966075751,user
user_0001,25.815941446392667,114.9661735680413,user
user_0002,25.815659366344065,114.96017674016947,user
user_0003,25.824727363549513,114.97248933088652,user
user_0004,25.825287590812643,114.96984366740544,user
user_0001,25.849552228738602,114.94088801688237,user
user_0002,25.83956674013487,114.9458944103571,user
user_0003,25.849082230796444,114.94042233352573,user
user_0004,25.848322065941435,114.93589372044192,user
user_0001,25.83237743179635,114.93699117343517,user
user_0002,25.835931494049266,114.93324278051031,user
user_0003,25.834885951765305,114.92600160841393,user
user_0004,25.8388291518844,114.93335874906528,user
user_0001,25.844363784168902,114.9226702346568,user
user_0002,25.83198838966429,114.90996438577874,user
user_0003,25.843888732262084,114.9177066873182,user
user_0004,25.83179648369195,114.91647750442657,user
user_0001,25.851846184871203,114.90871688233987,user
user_0002,25.862191850164052,114.90754258792361,user
user_0003,25.849728347274112,114.90870392006964,user
user_0004,25.849586378730226,114.90427433850779,user
user_0001,25.831949410655415,114.95945068609406,user
user_0002,25.83187702258722,114.9604151219181,user
user_0003,25.837140819723157,114.94756131369677,user
user_0004,25.835895004266483,114.9496221083144,user
user_0001,25.851776546716813,114.94354453535746,user
user_0002,25.855613771901393,114.94166577787277,user
user_0003,25.858094594568307,114.92656868413194,user
user_0004,25.854820290857052,114.93447706143318,user
user_0001,25.85631428304966,114.917801924996,user
user_0002,25.848093439764792,114.91592736246797,user
user_0003,25.85325538953289,114.92228062917299,user
user_0004,25.857365144155708,114.9282355984246,user
user_0001,25.81167546547023,114.93396463954117,user
user_0002,25.81573373123593,114.93183122499313,user
user_0003,25.817729663022703,114.9321336161911,user
user_0004,25.810584153319862,114.93351679724931,user
user_0001,25.830912787382093,114.93790607457086,user
user_0002,25.835722721862613,114.93313967681202,user
user_0003,25.826575963600952,114.9312956965161,user
user_0004,25.825447530126084,114.94557068089027,user
user_0001,25.840014585818146,114.93725225017643,user
user_0002,25.84518411248184,114.93566143355551,user
user_0003,25.85478946984214,114.93797210744752,user
user_0004,25.85347946488545,114.94178754321536,user
user_0001,25.810400675859135,114.92863341433137,user
user_0002,25.810635778577172,114.92773671096109,user
user_0003,25.804950586312394,114.92589179269515,user
user_0004,25.80620207865438,114.9295689633717,user
user_0001,25.840554021265792,114.86393998071654,user
user_0002,25.841797487476686,114.87154429775177,user
user_0003,25.84490290133095,114.8636857253617,user
user_0004,25.842179100077104,114.85849262430578,user
user_0001,25.84269244769828,114.91736023986611,user
user_0002,25.844997001334516,114.92750215657851,user
user_0003,25.845656862248696,114.92814446485046,user
user_0004,25.847635937578538,114.92905324934463,user
user_0001,25.830280951370803,114.94664289071302,user
user_0002,25.826103944077058,114.95057992135719,user
user_0003,25.821994577501513,114.95645200020711,user
user_0004,25.81479444476762,114.95060461067713,user
user_0001,25.85968663568601,114.89754195178347,user
user_0002,25.865286096365498,114.89230748668244,user
user_0003,25.865612120537765,114.90389710940727,user
user_0004,25.86678248552309,114.90892456852401,user
user_0001,25.743001679447335,114.85453072576998,user
user_0002,25.739876256482543,114.84905713790818,user
user_0003,25.740464828226163,114.85565372661041,user
user_0004,25.738570725719416,114.84272816666942,user
user_0001,25.778670573644902,114.94076267328421,user
user_0002,25.786727505768205,114.94842709988829,user
user_0003,25.78204133095744,114.94237737225372,user
user_0004,25.79084646925437,114.93596736231086,user
user_0001,25.864416951952496,114.90217063532535,user
user_0002,25.863250815118203,114.89920379171046,user
user_0003,25.863915425561846,114.89273335001357,user
user_0004,25.872945427476992,114.90159874941162,user
user_0001,25.871976718027863,114.86351463880709,user
user_0002,25.86930453414567,114.88082397156315,user
user_0003,25.86704535036117,114.87859652441088,user
user_0004,25.871529566706716,114.875389729674,user
user_0001,25.862215804752054,114.93155095924833,user
user_0002,25.855285105318742,114.94208203826521,user
user_0003,25.854905061266393,114.9353801191136,user
user_0004,25.858565906324376,114.94108438040634,user
user_0001,25.850350971309357,114.87631813285643,user
user_0002,25.849479418070207,114.87602527601088,user
user_0003,25.853463984571643,114.87509085161156,user
user_0004,25.85199026229114,114.87380230295624,user
user_0001,25.818605484318933,114.92729291578901,user
user_0002,25.81905278817092,114.92091099208376,user
user_0003,25.819017602140292,114.93192787944055,user
user_0004,25.81951670608331,114.92259079658423,user
user_0001,25.87959088523647,114.92529009028786,user
user_0002,25.874016993169196,114.90789602804257,user
user_0003,25.879655458653755,114.91491914060262,user
user_0004,25.879760221727786,114.91505778991619,user
user_0001,25.851550675670417,114.94644957258632,user
user_0002,25.847888942906977,114.93387910663678,user
user_0003,25.84819285349505,114.94543453996344,user
user_0004,25.85794277401913,114.9477554548413,user
user_0001,25.823495223927928,114.93080904872545,user
user_0002,25.81806823259862,114.93492439634036,user
user_0003,25.821239425206947,114.92828439534404,user
